"GENEID"	"oanatinus_gene_ensembl"	"cporcellus_gene_ensembl"	"gaculeatus_gene_ensembl"	"itridecemlineatus_gene_ensembl"	"lafricana_gene_ensembl"	"choffmanni_gene_ensembl"	"csavignyi_gene_ensembl"	"fcatus_gene_ensembl"	"rnorvegicus_gene_ensembl"	"psinensis_gene_ensembl"	"cjacchus_gene_ensembl"	"ttruncatus_gene_ensembl"	"scerevisiae_gene_ensembl"	"celegans_gene_ensembl"	"csabaeus_gene_ensembl"	"oniloticus_gene_ensembl"	"amexicanus_gene_ensembl"	"trubripes_gene_ensembl"	"pmarinus_gene_ensembl"	"eeuropaeus_gene_ensembl"	"falbicollis_gene_ensembl"	"etelfairi_gene_ensembl"	"cintestinalis_gene_ensembl"	"ptroglodytes_gene_ensembl"	"nleucogenys_gene_ensembl"	"sscrofa_gene_ensembl"	"ocuniculus_gene_ensembl"	"dnovemcinctus_gene_ensembl"	"pcapensis_gene_ensembl"	"tguttata_gene_ensembl"	"mlucifugus_gene_ensembl"	"hsapiens_gene_ensembl"	"pformosa_gene_ensembl"	"tbelangeri_gene_ensembl"	"mfuro_gene_ensembl"	"ggallus_gene_ensembl"	"xtropicalis_gene_ensembl"	"ecaballus_gene_ensembl"	"pabelii_gene_ensembl"	"drerio_gene_ensembl"	"xmaculatus_gene_ensembl"	"tnigroviridis_gene_ensembl"	"lchalumnae_gene_ensembl"	"amelanoleuca_gene_ensembl"	"mmulatta_gene_ensembl"	"pvampyrus_gene_ensembl"	"panubis_gene_ensembl"	"mdomestica_gene_ensembl"	"acarolinensis_gene_ensembl"	"vpacos_gene_ensembl"	"tsyrichta_gene_ensembl"	"ogarnettii_gene_ensembl"	"dmelanogaster_gene_ensembl"	"mmurinus_gene_ensembl"	"loculatus_gene_ensembl"	"olatipes_gene_ensembl"	"oprinceps_gene_ensembl"	"ggorilla_gene_ensembl"	"dordii_gene_ensembl"	"oaries_gene_ensembl"	"mmusculus_gene_ensembl"	"mgallopavo_gene_ensembl"	"gmorhua_gene_ensembl"	"saraneus_gene_ensembl"	"aplatyrhynchos_gene_ensembl"	"sharrisii_gene_ensembl"	"meugenii_gene_ensembl"	"btaurus_gene_ensembl"	"cfamiliaris_gene_ensembl"
"ENSG00000215252"	1	1	1	1	1	0	0	1	1	1	0	1	0	0	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
"ENSG00000215262"	1	1	0	1	1	1	0	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	1	0	0	1	0	0	1	1	0	0	0	0	1	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1
"ENSG00000215269"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000215271"	1	1	1	1	1	0	0	1	1	0	0	0	0	0	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	1	0	1	0	1	0	1	1	0	1	0	0	1	0	1	1
"ENSG00000215274"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000215277"	1	1	0	1	1	1	1	1	0	0	1	1	0	1	1	1	1	0	0	0	0	0	1	1	1	1	1	1	1	0	1	1	1	0	1	0	0	1	1	1	1	0	1	1	0	1	1	1	0	1	1	0	0	0	0	1	1	1	1	1	0	0	0	0	0	1	1	1	1
"ENSG00000215301"	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1
"ENSG00000215305"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
"ENSG00000215328"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000215343"	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	0	1	1	0	1	1	0	0	1	1	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1
"ENSG00000215356"	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	0	1	1	0	1	1	0	0	1	1	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1
"ENSG00000215372"	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	0	1	1	0	1	1	0	0	1	1	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1
"ENSG00000215375"	1	0	0	1	0	0	1	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	1	1	0	1
"ENSG00000215397"	0	1	1	0	1	0	0	1	1	1	1	1	0	1	1	1	1	1	0	0	1	0	0	0	1	0	0	1	0	1	0	1	1	0	1	1	0	0	0	1	1	1	1	0	0	0	0	1	1	0	0	1	1	0	1	1	1	0	0	0	1	1	1	0	1	0	1	0	0
"ENSG00000215421"	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"ENSG00000215425"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000215440"	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1
"ENSG00000215454"	1	1	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1	1	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	1	0	1	1	1	0	0	0	0	1	1	1	1
"ENSG00000215455"	1	1	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	0	1	1	0	1	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	1	0	0	1	0	1	1	1	0	0	0	0	1	1	1	1
"ENSG00000215472"	0	0	1	0	0	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	0	1	1	0	0	0	0	1	1	0	0	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	0	1	1	1	1	0	1	1	0	1	1	0	0	1	1	1
"ENSG00000215474"	0	1	1	1	1	1	0	0	1	0	1	1	0	0	1	1	1	0	1	0	1	0	0	1	0	1	1	1	1	0	1	1	1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0
"ENSG00000215475"	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	0	1
"ENSG00000215522"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000215529"	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	1	0	0	0	1	1	0	1	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1
"ENSG00000215545"	0	1	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1
"ENSG00000215547"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0
"ENSG00000215568"	1	1	1	1	1	1	0	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"ENSG00000215595"	0	0	0	1	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0
"ENSG00000215612"	0	1	1	0	0	0	0	0	1	1	1	1	0	0	1	1	1	1	1	0	1	0	0	0	0	1	0	0	0	1	0	1	1	0	1	1	1	0	1	1	1	1	1	0	1	0	1	1	0	0	0	1	0	0	1	1	0	1	0	0	1	0	1	0	1	1	1	1	1
"ENSG00000215641"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000215644"	0	1	1	1	1	0	0	1	1	0	1	0	0	1	1	1	1	1	1	0	1	0	1	1	1	0	0	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
"ENSG00000215695"	1	1	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1	0	1	1	1	1	0	0	1	1	0	1	0	0	0	0	0	1	0	1	1	0	0	1	0	1	0	1	0	0	1	1	0	1	1	1	0	1	0	1	0	1	1
"ENSG00000215704"	1	1	0	1	1	1	1	0	1	1	1	1	0	0	1	0	0	0	1	0	1	0	1	0	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	1	1	1	1	0	1	1	1	0	0	0	1	0	1	1	1	1	0	1	1	1	1	1	0
"ENSG00000215712"	0	1	0	1	1	1	0	1	1	1	1	1	0	0	1	1	1	0	0	0	1	0	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	1	0	1	1
"ENSG00000215717"	1	0	0	1	0	1	1	1	1	0	1	1	1	0	1	1	0	1	1	0	1	0	1	1	1	1	0	0	0	0	1	1	0	0	0	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	0	0	0	1	1	1
"ENSG00000215784"	1	1	1	1	1	1	0	1	1	1	1	0	0	0	1	1	1	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
"ENSG00000215788"	1	1	0	1	1	0	0	1	1	0	1	1	0	0	1	0	0	0	0	0	1	0	0	1	1	1	1	1	1	0	0	1	0	0	1	1	1	1	1	0	0	0	1	1	1	0	1	1	0	0	1	1	0	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1
"ENSG00000215790"	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	1	1	1	1	1	0	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"ENSG00000215845"	0	1	0	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0	0	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	0	1	1
"ENSG00000215853"	1	0	0	0	1	1	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	0	1	1	0	0	1	0	0	1	1	0	0	0	0	0	1	1	1	1	0	1	0	1	0	1	0	0	1	1	1	1	1	0	0	0	0	1	1	1	1
"ENSG00000215883"	0	1	0	1	1	0	0	1	1	1	1	1	1	0	1	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	0	1	1	1	1	1
"ENSG00000215906"	1	1	1	1	1	0	0	1	0	1	1	1	0	0	1	1	1	0	0	0	1	0	1	0	1	1	1	0	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1
"ENSG00000215910"	1	0	0	1	1	0	0	1	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0	1	1	1	1	0	1	1	0	1	1	0	0	0	1	0	0	0	0	1	1	1	1	0	0	1	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1
"ENSG00000215912"	1	1	1	1	1	0	0	1	1	1	1	1	0	0	1	1	1	1	0	0	1	0	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
"ENSG00000215915"	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1
"ENSG00000216490"	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1
"ENSG00000216588"	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1
"ENSG00000216649"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000216937"	1	0	0	1	1	1	0	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0	1	0	0	0	1	1	1	1	0	0	0	0	1	0	1	1
"ENSG00000217128"	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1
"ENSG00000217236"	0	0	1	0	1	0	0	0	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	0	1	0	1	1	0	1	0	0	0	1	1	1
"ENSG00000217442"	0	0	0	1	1	1	0	1	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	1	0	1	0	1	0	0	1	1	0	1	1	0	1	1	0	1	0	1	0	0	0	1	1	1	1	0	0	0	0	0	1	1	1
"ENSG00000217555"	0	1	0	1	1	0	0	0	1	0	1	1	0	0	1	0	0	0	0	1	1	1	0	1	1	0	0	1	1	1	0	1	0	1	1	1	0	1	1	0	0	0	0	1	0	1	1	0	1	0	1	1	0	1	0	0	0	1	1	1	1	0	0	1	1	1	0	1	1
"ENSG00000217930"	1	0	1	1	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	1	0	1	0	1	1	0	1	1	1	0	0	1	0	1	1	0	1	0	1	0	1	1	1	1	1
"ENSG00000218336"	1	1	1	1	0	1	0	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
"ENSG00000218739"	0	0	0	0	1	1	0	1	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	1	1	1	0	1	0	1	0	0	0	0	0	1	1	0	0	0	1	1	1	1	1	0	0	1	1	0	0	1	0	0	0	1	1	0	1	0	0	0	0	1	1	0	1
"ENSG00000218819"	1	1	0	1	1	1	0	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	0	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	0	1	1	1	1	0	1
"ENSG00000218823"	1	1	1	0	1	0	1	1	0	1	0	0	1	1	0	1	1	0	1	0	1	1	1	0	0	1	1	1	1	1	1	1	0	0	0	1	1	0	0	1	0	0	1	0	1	0	0	1	1	0	1	1	1	0	1	0	0	1	0	0	1	1	1	0	1	1	1	0	0
"ENSG00000218891"	0	1	0	1	1	0	0	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1
"ENSG00000219073"	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1
"ENSG00000219200"	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	0	0	0	1	1	0	1	0	1	1	0	0	1	1	0	0	0	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	0	1	1	1	0	0	1	1	1	1	0	1	0	0	1	1	1	1
"ENSG00000219435"	0	0	0	0	1	0	0	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0
"ENSG00000219438"	1	1	1	1	0	0	0	1	1	1	1	1	0	0	1	1	1	1	1	0	1	0	0	1	1	0	0	1	1	1	0	1	1	0	0	1	0	0	0	1	1	1	1	1	1	0	1	0	1	0	1	1	0	1	1	1	0	0	1	1	1	1	1	0	1	1	0	1	1
"ENSG00000219481"	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1
"ENSG00000219607"	1	0	1	1	1	0	1	0	1	0	1	0	0	1	1	1	1	1	1	0	0	0	1	1	1	1	0	1	0	0	1	1	1	0	0	0	1	0	0	1	1	1	0	1	0	0	1	0	0	0	0	1	1	0	1	1	0	1	0	1	1	0	1	0	0	1	0	1	1
"ENSG00000219626"	1	0	0	0	1	1	1	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	1	1	0	0	1	0	1	0	0	1	0	0	1	0	1	1	1	1	0	1	1	0	0	1	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1
"ENSG00000220008"	1	1	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	1	0	0	1	1	1	1	0	1	0	1	0	1	1	1	1	0	1	0	1	0	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	0	1	1	1	1	1
"ENSG00000220201"	0	1	0	1	1	0	0	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	1	1	0	0	0	0	1	0	1	1	0	0	1	0	1	1	0	0	0	0	0	0	1	1
"ENSG00000220205"	1	1	1	0	1	1	0	0	1	1	1	0	1	1	0	0	1	1	0	1	1	0	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0
"ENSG00000220550"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000221813"	0	1	0	1	1	1	0	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	1	0	0	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	1	1	1	1	0	0	1	1	0	1	1
"ENSG00000221818"	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"ENSG00000221821"	0	1	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0
"ENSG00000221823"	1	0	0	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	0	1	1	0	1	1	1	0	0	0	1	1	1	0	0	0	0	1	1	1	0
"ENSG00000221826"	0	1	1	1	1	0	0	1	1	0	1	0	0	0	1	1	1	1	0	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	0	1	1	1	0	1	0	0	1	0	1	1
"ENSG00000221829"	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	0	1	1	1	0	1	1	1	1	1	0	1	0	0	1	1	1
"ENSG00000221836"	1	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	0	1	1	0	1	0	1	0	0	1	0	0	1	1	1	1	0	0	0	1	1	1	1	1
"ENSG00000221837"	1	1	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1	1	0	1	0	0	0	1	1	0	0	0	0	1	1	1	0	0	0	0	0	1	0	1	0	0	1	0	1	1	1	0	0	0	0	1	1	1	1
"ENSG00000221838"	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1
"ENSG00000221840"	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	1	0	1	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0
"ENSG00000221843"	0	1	0	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	1	1	0	1	1	0	0	1	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	1	1	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	1	1
"ENSG00000221852"	1	1	0	1	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	1	1	1	1	0	1	1	0	1	0	0	0	1	1	0	0	0	0	1	1	1	1	0	0	1	1	0	0	1	0	0	1	1	1	1	1	0	0	1	0	0	1	1	0
"ENSG00000221855"	1	1	0	1	1	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	1	0	0	0	0	1	1	1	0	0	0	0	1	0	0	1	1	1	0	1	1	0	0	0	0	1	1	0	1	1	0	0	0	0	0	1	0	1
"ENSG00000221858"	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	1	1	1	1	1
"ENSG00000221859"	1	1	0	1	1	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	1	1	0	1	1	0	1	0	0	0	1	1	0	0	0	0	1	1	1	1	0	0	0	0	1	0	1	0	0	1	0	1	1	1	0	0	0	0	1	1	1	1
"ENSG00000221864"	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0
